Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,52,1584.12,Low,Working,Accountants,Rural,69093.32,297.53,Y,Y,3.0,776.44,0,Unpossessed,895,1584.12,1,Rural,1,89399.38,0.0
M,19,1102.77,Low,Working,Medicine staff,Semi-Urban,64766.94,333.8,N,Y,4.0,789.54,0,Unpossessed,890,1102.77,2,Semi-Urban,1,119720.31,51813.55
M,33,3275.16,Low,Working,Laborers,Semi-Urban,31359.26,210.88,Y,Y,2.0,816.28,0,Unpossessed,949,3275.16,2,Urban,0,58830.74,0.0
M,18,3581.13,Low,Commercial associate,Core staff,Semi-Urban,226054.38,624.9,N,Y,2.0,810.89,1,Inactive,591,3581.13,2,Semi-Urban,0,365522.86,0.0
F,21,1274.2,Low,State servant,Medicine staff,Semi-Urban,40390.04,179.61,N,N,1.0,841.49,0,Active,983,1274.2,3,Semi-Urban,1,54667.67,0.0
F,18,1138.26,Low,Working,Cleaning staff,Rural,94259.47,362.0,N,N,4.0,655.29,0,Inactive,316,1138.26,2,Rural,1,128331.77,61268.66
M,64,1685.66,Low,State servant,Security staff,Semi-Urban,134658.24,418.03,Y,Y,2.0,761.66,0,Active,623,1685.66,2,Rural,1,155958.5,94260.77
M,18,2752.6,Low,Working,Drivers,Semi-Urban,245506.39,713.58,N,Y,1.0,877.36,0,Unpossessed,49,2752.6,2,Semi-Urban,0,443172.14,220955.75
F,44,1332.48,Low,Commercial associate,Managers,Semi-Urban,43288.55,254.76,Y,N,2.0,709.52,0,Active,238,1332.48,2,Semi-Urban,1,79733.97,30301.98
F,18,2281.09,Low,Commercial associate,Laborers,Semi-Urban,147284.51,497.39,N,N,1.0,794.75,0,Inactive,239,2281.09,4,Rural,1,245486.59,103099.16
F,33,1757.66,Low,Working,Core staff,Semi-Urban,85831.24,267.64,N,Y,2.0,742.92,0,Inactive,802,1757.66,4,Rural,0,135464.08,0.0
M,52,2203.05,Low,Working,Sales staff,Rural,75042.54,804.65,N,Y,3.0,701.76,0,Inactive,221,2203.05,2,Rural,1,104972.96,0.0
M,23,1168.01,Low,Working,Core staff,Semi-Urban,48943.49,194.7,N,Y,1.0,642.87,1,Inactive,543,1168.01,2,Semi-Urban,1,62557.24,0.0
F,63,3111.53,Low,Working,Core staff,Semi-Urban,24665.65,123.85,N,Y,2.0,634.72,0,Active,19,3111.53,3,Semi-Urban,0,31099.65,0.0
M,32,2503.62,Low,Working,Sales staff,Semi-Urban,68989.68,277.94,N,N,2.0,752.54,0,Inactive,493,2503.62,3,Rural,0,102866.89,0.0
M,47,1397.44,Low,Commercial associate,Sales staff,Rural,40484.9,174.57,N,Y,2.0,701.75,0,Active,957,1397.44,2,Rural,1,54700.24,28339.43
F,39,2315.02,Low,Working,Laborers,Rural,120998.27,434.79,N,N,2.0,661.72,1,Unpossessed,955,2315.02,4,Semi-Urban,1,183394.06,0.0
F,18,3031.5,Low,Commercial associate,High skill tech staff,Semi-Urban,127523.22,558.83,Y,N,2.0,753.1,0,Active,414,3031.5,4,Urban,1,144855.13,89266.25
M,60,2240.46,Low,Working,Security staff,Rural,104664.79,344.46,Y,Y,2.0,767.18,0,Inactive,949,2240.46,2,Urban,1,160824.56,78498.59
M,56,2443.17,Low,Commercial associate,Laborers,Rural,61686.94,326.76,Y,Y,3.0,638.86,0,Unpossessed,823,2443.17,3,Rural,1,84481.41,0.0
F,41,1542.31,Low,Working,High skill tech staff,Semi-Urban,35245.81,197.7,N,N,1.0,740.27,1,Inactive,901,1542.31,1,Urban,1,59712.3,22909.78
F,62,2420.24,Low,Commercial associate,Medicine staff,Semi-Urban,85376.57,417.39,N,Y,4.0,696.55,0,Inactive,420,2420.24,1,Semi-Urban,1,144782.08,55494.77
M,44,2100.41,Low,Working,Accountants,Semi-Urban,153931.54,505.16,N,Y,2.0,810.37,0,Active,95,2100.41,2,Rural,1,264881.06,107752.08
F,20,3959.23,Low,Working,Managers,Semi-Urban,101845.25,399.11,Y,N,1.0,798.21,0,Inactive,344,3959.23,3,Rural,1,182316.77,81476.2
M,23,2430.83,Low,Commercial associate,IT staff,Semi-Urban,121056.18,-999.0,Y,N,2.0,727.75,1,Unpossessed,590,2430.83,3,Urban,1,179387.58,78686.52
F,53,2160.56,Low,Working,Laborers,Semi-Urban,72825.61,457.38,N,Y,2.0,704.52,0,Unpossessed,310,2160.56,4,Rural,1,117117.14,47336.65
F,18,3145.4,Low,Working,Managers,Semi-Urban,70897.04,610.14,N,Y,3.0,653.13,0,Active,661,3145.4,2,Rural,1,108817.94,49627.93
M,18,1511.82,Low,State servant,Medicine staff,Rural,55941.68,290.03,N,Y,1.0,821.83,0,Unpossessed,670,1511.82,3,Urban,1,88729.48,41956.26
F,29,1374.28,Low,Working,Sales staff,Semi-Urban,151258.29,400.12,N,Y,2.0,683.68,0,Inactive,321,1374.28,2,Rural,1,208434.2,105880.8
F,38,1972.94,Low,Working,Sales staff,Semi-Urban,41256.63,181.24,N,Y,1.0,815.73,0,Inactive,240,1972.94,2,Rural,1,67176.7,33005.3
F,25,1557.98,Low,State servant,Medicine staff,Rural,18516.9,188.48,N,Y,3.0,732.27,0,Active,672,1557.98,2,Rural,1,23408.84,12035.98
M,60,2323.77,Low,State servant,Core staff,Semi-Urban,27717.25,138.35,N,Y,4.0,735.62,1,Active,26,2323.77,2,Rural,1,32024.54,0.0
M,31,4617.78,Low,State servant,Managers,Rural,154310.49,529.65,N,N,2.0,819.37,0,Active,972,4617.78,3,Rural,1,202985.3,115732.87
M,33,3111.22,Low,Commercial associate,Managers,Semi-Urban,36317.22,371.72,Y,Y,2.0,834.3,0,Unpossessed,192,3111.22,1,Urban,1,40025.88,0.0
M,33,1619.91,Low,Working,Core staff,Urban,80140.25,467.74,N,Y,1.0,785.19,0,Active,775,1619.91,2,Urban,1,144704.33,60105.19
F,55,1823.02,Low,Working,Core staff,Semi-Urban,164010.97,434.33,Y,N,5.0,724.22,0,Inactive,928,1823.02,4,Rural,0,271574.48,0.0
M,29,2604.15,Low,State servant,Drivers,Semi-Urban,33499.3,230.53,N,N,2.0,636.25,0,Inactive,346,2604.15,3,Semi-Urban,1,48908.25,0.0
F,18,1517.89,Low,Working,High skill tech staff,Semi-Urban,119984.74,431.31,N,N,2.0,738.39,0,Active,844,1517.89,4,Rural,1,153127.36,0.0
M,18,3983.99,Low,Commercial associate,Managers,Semi-Urban,106399.03,615.58,N,Y,2.0,772.41,0,Inactive,933,3983.99,2,Rural,1,118199.91,85119.22
M,18,1600.08,Low,Working,Accountants,Semi-Urban,21831.95,224.85,Y,Y,2.0,829.8,1,Active,951,1600.08,1,Semi-Urban,1,31577.54,15282.36
M,34,2607.68,Low,Working,Core staff,Semi-Urban,16472.71,94.79,N,N,3.0,759.31,1,Unpossessed,350,2607.68,1,Semi-Urban,1,24774.07,13178.17
F,29,1958.17,Low,Working,Laborers,Semi-Urban,133482.89,543.78,N,Y,1.0,766.67,0,Inactive,624,1958.17,3,Urban,1,236639.85,106786.31
F,32,1613.78,Low,State servant,Managers,Rural,113027.85,537.41,Y,Y,2.0,595.84,0,Inactive,214,1613.78,1,Urban,1,160121.4,0.0
M,45,2221.71,Low,State servant,Managers,Semi-Urban,119388.52,337.43,N,Y,3.0,794.31,0,Unpossessed,289,2221.71,3,Rural,1,210285.23,83571.96
F,61,2763.41,Low,State servant,Drivers,Semi-Urban,162938.0,534.04,Y,N,1.0,690.67,0,Inactive,511,2763.41,3,Urban,1,281350.58,0.0
M,37,2312.11,Low,Working,Drivers,Semi-Urban,127360.81,620.01,N,Y,2.0,791.28,0,Unpossessed,409,2312.11,3,Semi-Urban,1,232784.93,89152.57
F,18,1720.13,Low,Working,Laborers,Semi-Urban,103419.36,396.13,N,Y,1.0,849.64,0,Inactive,915,1720.13,2,Rural,1,180553.92,82735.49
F,54,5367.18,Low,Commercial associate,Laborers,Urban,47149.67,467.41,N,Y,2.0,801.65,1,Inactive,587,5367.18,3,Rural,1,65365.94,37719.74
M,34,3876.56,Low,Working,Core staff,Semi-Urban,160701.9,390.94,N,N,2.0,605.68,0,Unpossessed,122,3876.56,1,Semi-Urban,1,264324.59,0.0
M,18,6560.09,Low,State servant,Laborers,Urban,67763.49,541.31,Y,Y,3.0,684.94,0,Active,349,6560.09,3,Urban,1,94983.59,0.0
F,50,2874.37,Low,Working,Core staff,Rural,143143.81,601.43,N,Y,1.0,668.39,0,Active,549,2874.37,4,Rural,1,266732.88,100200.67
M,52,2767.22,Low,Working,Managers,Semi-Urban,75611.14,387.41,Y,N,3.0,689.76,1,Active,816,2767.22,3,Semi-Urban,1,86301.43,0.0
M,28,2780.8,Low,Working,Sales staff,Semi-Urban,30374.29,420.77,N,N,1.0,624.69,0,Unpossessed,773,2780.8,3,Urban,1,38752.92,0.0
F,38,2772.17,Low,Working,Laborers,Semi-Urban,55698.61,445.42,Y,Y,1.0,615.01,0,Inactive,750,2772.17,2,Urban,1,102303.98,0.0
F,61,1366.05,Low,State servant,Laborers,Semi-Urban,83465.72,245.13,Y,Y,2.0,677.53,1,Unpossessed,630,1366.05,2,Semi-Urban,1,99354.32,58426.0
F,34,3783.31,Low,Working,Core staff,Semi-Urban,48200.38,216.29,Y,N,1.0,618.88,0,Active,495,3783.31,1,Rural,0,89743.69,0.0
F,43,2046.15,Low,Working,Laborers,Urban,31133.28,323.43,N,Y,4.0,682.64,0,Unpossessed,929,2046.15,1,Urban,1,44462.38,21793.3
M,38,3259.57,Low,Working,Sales staff,Semi-Urban,75875.79,270.11,Y,N,3.0,698.12,0,Active,680,3259.57,1,Semi-Urban,1,84407.79,49319.26
F,20,2062.29,Low,State servant,Core staff,Semi-Urban,41713.51,273.18,N,N,2.0,669.54,0,Unpossessed,373,2062.29,1,Semi-Urban,1,68932.58,0.0
F,64,2451.97,Low,Working,Sales staff,Semi-Urban,68011.61,377.8,N,Y,4.0,675.21,0,Active,95,2451.97,2,Rural,1,77242.59,44207.55
F,41,3600.26,Low,Commercial associate,Sales staff,Semi-Urban,55654.11,359.39,Y,Y,1.0,714.12,1,Active,380,3600.26,3,Semi-Urban,1,99876.96,38957.88
F,43,9385.8,Low,Working,Managers,Rural,146503.51,495.03,Y,Y,3.0,764.83,0,Unpossessed,288,9385.8,4,Semi-Urban,1,198275.8,102552.46
M,46,2519.61,Low,Commercial associate,Accountants,Semi-Urban,94044.96,316.73,N,Y,2.0,694.55,0,Inactive,963,2519.61,1,Rural,0,175856.71,0.0
M,51,3792.11,Low,Commercial associate,Managers,Semi-Urban,81042.65,329.37,Y,Y,4.0,817.39,0,Active,135,3792.11,1,Semi-Urban,1,98905.92,56729.86
M,34,1869.45,Low,Commercial associate,Security staff,Rural,135011.83,441.3,N,Y,2.0,760.66,0,Active,250,1869.45,4,Semi-Urban,1,182811.28,101258.87
M,47,3483.11,Low,Working,Laborers,Rural,45249.67,301.68,Y,N,4.0,714.33,0,Unpossessed,464,3483.11,3,Urban,1,58636.4,0.0
F,28,4441.9,Low,Commercial associate,Laborers,Semi-Urban,39182.67,417.62,Y,Y,3.0,649.95,0,Active,439,4441.9,1,Urban,0,69891.26,0.0
M,27,4002.03,Low,Working,Medicine staff,Semi-Urban,21254.52,170.81,N,Y,2.0,788.06,1,Active,183,4002.03,4,Urban,1,32817.02,15940.89
F,33,1565.2,Low,Working,Core staff,Semi-Urban,35038.07,191.98,N,Y,2.0,769.73,0,Unpossessed,691,1565.2,4,Rural,0,41399.02,0.0
M,55,2621.56,Low,Working,Laborers,Rural,187525.23,549.64,Y,Y,3.0,735.28,0,Active,405,2621.56,4,Rural,1,274175.98,121891.4
F,60,2313.25,Low,Working,Accountants,Rural,154290.57,455.15,N,N,1.0,799.37,0,Active,718,2313.25,2,Urban,0,207803.48,0.0
F,45,3410.01,Low,Working,Sales staff,Semi-Urban,190553.83,798.86,N,Y,2.0,757.47,0,Unpossessed,59,3410.01,3,Rural,1,307136.14,142915.37
M,27,4496.22,Low,Working,Core staff,Semi-Urban,162587.99,517.17,Y,Y,4.0,687.25,0,Inactive,479,4496.22,4,Semi-Urban,1,274681.79,0.0
M,21,1842.68,Low,Working,Sales staff,Urban,93093.79,276.71,Y,N,2.0,799.04,1,Active,418,1842.68,1,Rural,1,139445.22,69820.34
F,58,1986.56,Low,Working,Laborers,Semi-Urban,124690.29,559.24,Y,Y,2.0,849.16,0,Unpossessed,466,1986.56,2,Rural,1,215712.66,99752.23
M,34,3409.95,Low,State servant,High skill tech staff,Semi-Urban,196542.32,572.24,N,Y,2.0,739.39,0,Active,61,3409.95,4,Semi-Urban,1,266882.83,137579.62
F,44,1513.42,Low,Working,Sales staff,Semi-Urban,20911.34,226.03,N,N,1.0,641.74,0,Inactive,923,1513.42,1,Urban,1,35793.5,0.0
M,64,1213.01,Low,Working,Cleaning staff,Semi-Urban,83521.41,317.98,N,Y,2.0,735.22,0,Inactive,422,1213.01,2,Rural,1,107830.9,0.0
M,28,1843.69,Low,Working,Laborers,Semi-Urban,90737.59,466.56,Y,Y,4.0,653.81,0,Unpossessed,388,1843.69,3,Rural,1,135603.03,58979.43
M,44,1562.98,Low,Commercial associate,Sales staff,Semi-Urban,20940.46,209.62,N,Y,2.0,730.97,0,Unpossessed,653,1562.98,1,Urban,1,32984.91,0.0
M,40,2567.49,Low,Working,Laborers,Semi-Urban,84069.07,248.97,N,Y,2.0,687.51,0,Active,939,2567.49,1,Rural,1,154979.27,58848.35
F,60,1638.83,Low,Commercial associate,Cleaning staff,Semi-Urban,63869.67,385.11,N,Y,4.0,663.15,0,Active,733,1638.83,3,Rural,1,81245.22,44708.77
M,55,5681.22,Low,Commercial associate,Medicine staff,Urban,90943.71,457.77,Y,Y,2.0,800.14,1,Active,797,5681.22,2,Semi-Urban,0,161295.34,0.0
M,19,1389.59,Low,State servant,High skill tech staff,Rural,164657.3,565.75,Y,Y,3.0,697.68,0,Inactive,793,1389.59,1,Rural,1,251273.72,107027.24
F,36,2229.84,Low,Working,Core staff,Semi-Urban,79802.84,405.3,N,N,2.0,737.89,0,Inactive,168,2229.84,3,Rural,1,109163.95,55861.99
F,38,2456.9,Low,Working,Drivers,Semi-Urban,42761.22,226.1,Y,Y,6.0,654.68,0,Active,167,2456.9,3,Rural,1,49066.59,29932.85
F,18,2055.35,Low,State servant,Core staff,Semi-Urban,34157.29,162.64,N,Y,2.0,725.49,0,Unpossessed,564,2055.35,4,Urban,0,63840.46,0.0
F,23,3023.04,Low,Working,Laborers,Semi-Urban,173364.54,653.4,Y,Y,2.0,694.13,0,Unpossessed,18,3023.04,3,Semi-Urban,1,328135.73,112686.95
M,49,1857.74,Low,Commercial associate,Medicine staff,Semi-Urban,24123.8,162.43,N,N,1.0,745.65,0,Unpossessed,27,1857.74,4,Semi-Urban,1,41863.16,16886.66
M,43,4456.1,Low,Working,Laborers,Semi-Urban,181125.08,609.79,N,Y,5.0,686.75,1,Inactive,907,4456.1,1,Rural,0,305268.54,0.0
M,31,2623.83,Low,Working,Sales staff,Semi-Urban,103822.83,299.24,N,N,2.0,823.66,0,Inactive,614,2623.83,4,Semi-Urban,1,139517.68,0.0
F,35,936.75,Low,Working,Accountants,Semi-Urban,44785.59,203.8,N,Y,2.0,680.82,0,Unpossessed,664,936.75,4,Semi-Urban,1,72706.04,29110.63
M,53,2269.24,Low,Working,Accountants,Rural,144488.81,770.95,N,Y,2.0,763.69,0,Unpossessed,366,2269.24,3,Semi-Urban,1,183348.74,101142.17
F,20,3079.58,Low,Working,Managers,Rural,38646.85,169.47,N,Y,2.0,692.21,0,Unpossessed,957,3079.58,2,Rural,1,45475.46,27052.8
F,18,3412.4,Low,Working,Laborers,Semi-Urban,70876.72,499.43,Y,Y,1.0,625.66,1,Active,575,3412.4,4,Urban,1,79146.18,0.0
M,55,4132.89,Low,Commercial associate,Medicine staff,Semi-Urban,34423.39,132.18,N,Y,1.0,862.7,0,Unpossessed,269,4132.89,2,Urban,1,49201.55,24096.37
M,63,2190.34,Low,Working,Sales staff,Semi-Urban,89846.62,486.73,N,Y,2.0,784.07,0,Active,80,2190.34,1,Semi-Urban,0,115240.34,0.0
F,23,1368.64,Low,Working,Sales staff,Semi-Urban,45895.59,334.22,N,N,3.0,698.0,0,Active,529,1368.64,4,Urban,1,77528.9,29832.13
F,53,4486.71,Low,Commercial associate,Managers,Semi-Urban,46811.8,256.98,Y,Y,3.0,721.72,0,Inactive,745,4486.71,4,Semi-Urban,0,68053.95,0.0
F,62,1694.34,Low,Working,Sales staff,Rural,26999.39,141.04,N,Y,1.0,609.22,0,Active,564,1694.34,4,Urban,0,38017.24,0.0
M,48,1714.72,Low,Working,Laborers,Semi-Urban,35485.45,189.76,N,Y,2.0,663.6,0,Unpossessed,395,1714.72,4,Rural,1,47784.8,23065.54
M,63,1938.86,Low,Commercial associate,Laborers,Semi-Urban,23206.09,259.03,N,Y,3.0,739.76,1,Inactive,8,1938.86,4,Rural,1,30205.1,15083.96
F,42,3977.05,Low,Working,Managers,Semi-Urban,154707.79,572.9,Y,N,2.0,758.21,0,Active,404,3977.05,2,Urban,1,175496.0,116030.84
F,18,3190.03,Low,Commercial associate,High skill tech staff,Semi-Urban,50049.61,422.16,N,Y,2.0,729.48,0,Inactive,300,3190.03,4,Urban,1,80055.21,35034.73
M,57,1709.99,Low,Working,Laborers,Semi-Urban,63028.06,202.44,N,N,2.0,710.37,0,Unpossessed,951,1709.99,1,Semi-Urban,1,83687.33,0.0
F,24,2501.32,Low,Working,Drivers,Semi-Urban,157803.68,488.36,Y,N,2.0,790.34,0,Active,267,2501.32,2,Rural,1,178794.22,110462.58
F,33,1142.74,Low,Working,Core staff,Semi-Urban,153893.96,485.05,N,Y,3.0,668.38,1,Inactive,395,1142.74,4,Rural,1,241841.16,107725.77
M,18,2741.95,Low,Working,Core staff,Semi-Urban,203994.54,796.13,Y,Y,3.0,803.84,1,Unpossessed,278,2741.95,4,Rural,1,241518.71,142796.18
M,21,1995.33,Low,Working,Sales staff,Semi-Urban,156820.59,461.18,Y,Y,2.0,695.22,0,Inactive,70,1995.33,4,Rural,1,216857.03,0.0
F,20,1654.24,Low,Commercial associate,Medicine staff,Rural,25822.77,135.65,Y,Y,3.0,683.55,0,Active,147,1654.24,2,Rural,1,39780.03,0.0
F,26,1331.35,Low,Working,Managers,Semi-Urban,51782.97,243.14,Y,Y,3.0,767.5,0,Inactive,36,1331.35,2,Semi-Urban,1,86601.95,41426.38
F,18,938.37,Low,Working,Private service staff,Semi-Urban,66802.39,342.43,N,Y,2.0,800.23,0,Unpossessed,89,938.37,4,Semi-Urban,1,93997.47,50101.79
F,18,1673.24,Low,Commercial associate,Core staff,Rural,51185.12,229.87,N,Y,3.0,784.12,0,Unpossessed,995,1673.24,1,Semi-Urban,1,73770.9,38388.84
F,18,2747.41,Low,Working,Laborers,Semi-Urban,14179.34,96.9,N,N,3.0,721.46,0,Active,681,2747.41,4,Semi-Urban,0,25902.13,0.0
F,54,1693.13,Low,Commercial associate,Laborers,Rural,39932.47,190.4,Y,N,2.0,632.76,0,Inactive,708,1693.13,1,Semi-Urban,1,46307.34,0.0
M,41,1359.27,Low,Working,Laborers,Semi-Urban,46169.96,255.25,N,Y,3.0,710.89,1,Unpossessed,198,1359.27,3,Rural,0,61178.73,0.0
F,50,2234.54,Low,State servant,Core staff,Rural,110355.16,334.98,N,Y,4.0,785.88,0,Inactive,389,2234.54,2,Urban,1,161186.08,82766.37
F,56,1608.34,Low,Working,Sales staff,Rural,25400.39,123.46,N,Y,1.0,670.49,1,Inactive,295,1608.34,3,Semi-Urban,1,42925.84,17780.27
M,18,7507.31,Low,State servant,Medicine staff,Rural,264915.25,1127.66,N,Y,2.0,732.01,0,Inactive,12,7507.31,4,Rural,1,325576.5,-999.0
F,18,3347.88,Low,Working,Laborers,Rural,52600.27,273.89,Y,Y,3.0,691.19,0,Active,952,3347.88,4,Rural,1,74287.75,34190.18
F,29,1548.25,Low,Working,Laborers,Semi-Urban,31843.11,149.96,N,Y,2.0,734.92,0,Unpossessed,414,1548.25,4,Urban,1,54491.15,22290.18
F,26,1615.79,Low,State servant,Cooking staff,Semi-Urban,73549.82,314.56,N,N,1.0,687.4,1,Active,66,1615.79,3,Rural,1,124123.11,51484.87
F,27,1400.79,Low,Working,Sales staff,Rural,64554.64,187.72,Y,N,4.0,698.91,0,Active,722,1400.79,1,Semi-Urban,1,109592.04,41960.52
M,18,2823.57,Low,Working,Managers,Semi-Urban,76769.07,411.82,Y,N,3.0,756.67,1,Active,977,2823.57,3,Rural,1,129050.04,0.0
M,58,1566.96,Low,Working,Cooking staff,Semi-Urban,62791.71,333.51,N,Y,1.0,690.93,0,Inactive,614,1566.96,4,Semi-Urban,1,74534.85,0.0
F,60,2197.21,Low,Working,Security staff,Semi-Urban,166244.55,602.84,Y,N,2.0,715.43,0,Unpossessed,474,2197.21,3,Urban,1,270009.32,108058.96
F,57,1334.5,Low,Working,Sales staff,Semi-Urban,14865.63,120.29,N,Y,2.0,793.3,0,Active,954,1334.5,4,Rural,1,20230.85,0.0
F,56,2934.22,Low,Working,Managers,Semi-Urban,79606.86,408.45,N,Y,5.0,658.15,1,Inactive,761,2934.22,1,Urban,1,90340.23,51744.46
F,39,1950.04,Low,Commercial associate,Sales staff,Rural,33688.3,363.18,N,Y,1.0,802.91,0,Active,538,1950.04,3,Rural,1,60660.3,26950.64
M,50,2232.97,Low,Working,Private service staff,Semi-Urban,52477.04,632.08,N,Y,2.0,638.27,0,Unpossessed,735,2232.97,2,Semi-Urban,0,78644.12,0.0
F,54,2465.46,Low,Working,Core staff,Rural,32939.08,279.19,N,N,2.0,662.89,0,Unpossessed,46,2465.46,2,Rural,1,41812.41,0.0
F,48,1375.79,Low,Working,Sales staff,Semi-Urban,98325.02,290.12,N,N,1.0,764.3,0,Unpossessed,933,1375.79,2,Rural,1,123595.13,78660.02
F,18,2006.49,Low,Working,Drivers,Rural,42329.41,196.34,Y,N,1.0,742.1,0,Active,777,2006.49,1,Semi-Urban,1,59732.08,29630.59
M,23,3260.87,Low,Commercial associate,Laborers,Semi-Urban,80518.08,490.42,N,Y,2.0,715.11,1,Inactive,50,3260.87,1,Rural,1,90912.48,0.0
M,31,3880.49,Low,Working,Accountants,Semi-Urban,64764.92,297.18,N,Y,2.0,848.54,0,Active,56,3880.49,1,Urban,1,93621.49,45335.44
F,25,1300.04,Low,State servant,Managers,Semi-Urban,69677.39,260.6,N,N,2.0,704.92,0,Inactive,429,1300.04,1,Semi-Urban,1,100650.05,0.0
F,26,1955.81,Low,Working,Laborers,Semi-Urban,106616.04,433.6,N,N,3.0,676.34,0,Unpossessed,355,1955.81,1,Semi-Urban,1,145750.63,69300.43
M,59,1894.9,Low,Working,Drivers,Rural,175011.26,1695.76,Y,Y,2.0,848.35,0,Active,531,1894.9,4,Semi-Urban,1,219570.35,122507.88
F,31,2520.22,Low,Working,Drivers,Rural,53155.98,273.76,N,Y,4.0,683.46,0,Unpossessed,998,2520.22,2,Urban,1,72874.37,37209.19
M,57,1246.36,Low,Working,Sales staff,Rural,64585.18,340.55,Y,Y,3.0,734.21,0,Unpossessed,824,1246.36,1,Urban,1,102963.61,45209.63
F,57,3134.42,Low,Commercial associate,High skill tech staff,Semi-Urban,30039.54,239.65,N,Y,3.0,586.36,0,Inactive,523,3134.42,3,Urban,1,36866.62,0.0
